name,total_count,rank,male_count,female_count,male_ratio
Briana,94601,687,201,94400,0.0021
Jade,94504,688,5558,88946,0.0588
Zoey,94480,689,217,94263,0.0023
Marshall,94224,690,93087,1137,0.9879
Marguerite,93740,691,101,93639,0.0011
Damian,93646,692,93311,335,0.9964
Bob,93280,693,92958,322,0.9965
Darryl,92956,694,91822,1134,0.9878
Brady,92944,695,91050,1894,0.9796
Elias,92705,696,92512,193,0.9979
Jaxon,92496,697,92144,352,0.9962
Miles,92421,698,92158,263,0.9972
Hope,92232,699,537,91695,0.0058
Ariel,92185,700,19232,72953,0.2086
Andy,92140,701,90999,1141,0.9876
Claude,92105,702,91153,952,0.9897
Skylar,92068,703,17564,74504,0.1908
Adriana,91998,704,404,91594,0.0044
Jenny,91904,705,605,91299,0.0066
Nicolas,91765,706,91586,179,0.998
Devon,91388,707,71325,20063,0.7805
Lola,91237,708,275,90962,0.003
Angelica,91205,709,321,90884,0.0035
Felicia,91203,710,279,90924,0.0031
Brendan,90857,711,90532,325,0.9964
Pedro,90821,712,90322,499,0.9945
Guadalupe,90651,713,24910,65741,0.2748
Bridget,90599,714,150,90449,0.0017
Guy,90520,715,90050,470,0.9948
Jaden,90157,716,76706,13451,0.8508
Karla,89915,717,309,89606,0.0034
Harriet,89304,718,121,89183,0.0014
Geneva,88389,719,309,88080,0.0035
Andres,87708,720,87264,444,0.9949
Blanche,87599,721,223,87376,0.0025
Velma,87104,722,450,86654,0.0052
Jody,87088,723,31336,55752,0.3598
Becky,86866,724,144,86722,0.0017
Iris,86838,725,686,86152,0.0079
Shelly,86481,726,2190,84291,0.0253
Nevaeh,86342,727,400,85942,0.0046
Raul,86116,728,85633,483,0.9944
Camila,85976,729,83,85893,0.001
Elena,85756,730,98,85658,0.0011
Kurt,85730,731,85534,196,0.9977
Susie,85558,732,278,85280,0.0032
Fannie,85548,733,369,85179,0.0043
Kennedy,85125,734,6957,78168,0.0817
Lula,85031,735,339,84692,0.004
Jacquelyn,84831,736,110,84721,0.0013
Candace,84814,737,158,84656,0.0019
Misty,84738,738,237,84501,0.0028
Kristine,84271,739,185,84086,0.0022
Ben,84203,740,83736,467,0.9945
Harrison,84196,741,83919,277,0.9967
Sherri,83786,742,176,83610,0.0021
Drew,83444,743,75799,7645,0.9084
Trinity,83431,744,2780,80651,0.0333
Tim,83378,745,83190,188,0.9977
Brad,83181,746,82948,233,0.9972
Freddie,83158,747,72890,10268,0.8765
Dalton,82928,748,82514,414,0.995
Kate,82830,749,89,82741,0.0011
Desiree,82725,750,198,82527,0.0024
Wallace,82640,751,82078,562,0.9932
Hugh,82507,752,82153,354,0.9957
Rachael,82425,753,181,82244,0.0022
Jillian,82326,754,227,82099,0.0028
Brittney,82260,755,265,81995,0.0032
Rafael,82121,756,81552,569,0.9931
Breanna,81844,757,65,81779,0.0008
Rick,81779,758,81644,135,0.9983
Rosie,81697,759,470,81227,0.0058
Summer,81626,760,241,81385,0.003
Ross,81608,761,81198,410,0.995
Ayden,81554,762,79270,2284,0.972
Gabriela,81543,763,370,81173,0.0045
Angelo,81373,764,80523,850,0.9896
Byron,81150,765,80847,303,0.9963
Eunice,81047,766,1178,79869,0.0145
Emmanuel,80947,767,80586,361,0.9955
Hilda,80930,768,183,80747,0.0023
Julius,80612,769,80202,410,0.9949
Jodi,80421,770,941,79480,0.0117
Kaleb,80348,771,80146,202,0.9975
Lincoln,79834,772,78306,1528,0.9809
Scarlett,79795,773,34,79761,0.0004
Tyrone,79456,774,78747,709,0.9911
Payton,79282,775,24081,55201,0.3037
Sandy,79176,776,10406,68770,0.1314
Meredith,79067,777,4257,74810,0.0538
Roman,79065,778,78716,349,0.9956
Sheryl,78939,779,200,78739,0.0025
Monique,78925,780,377,78548,0.0048
Collin,78650,781,78171,479,0.9939
Dwight,78621,782,78296,325,0.9959
Penelope,78540,783,32,78508,0.0004
Antoinette,78491,784,68,78423,0.0009
Nelson,78481,785,78065,416,0.9947
Perry,78465,786,75298,3167,0.9596
Gianna,78422,787,50,78372,0.0006
Willard,78332,788,77449,883,0.9887
Genesis,78319,789,2673,75646,0.0341
Sergio,78206,790,77851,355,0.9955
Mamie,78085,791,278,77807,0.0036
Lynda,77974,792,119,77855,0.0015
Dallas,77792,793,64188,13604,0.8251
Greg,77770,794,77627,143,0.9982
Gracie,77684,795,45,77639,0.0006
Ellie,76597,796,1157,75440,0.0151
Jan,76593,797,22072,54521,0.2882
Kristi,76568,798,138,76430,0.0018
Dwayne,76491,799,76029,462,0.994
Ramon,76413,800,75879,534,0.993
Mathew,76406,801,76199,207,0.9973
Leonardo,75875,802,75740,135,0.9982
Rosalie,75676,803,96,75580,0.0013
Frankie,75616,804,41171,34445,0.5445
Hudson,75512,805,74098,1414,0.9813
Jace,75510,806,74740,770,0.9898
Giovanni,75343,807,74426,917,0.9878
Ted,75213,808,74949,264,0.9965
Janie,75149,809,276,74873,0.0037
Kelli,75085,810,300,74785,0.004
Krystal,74819,811,190,74629,0.0025
Erick,74732,812,74315,417,0.9944
Cesar,74685,813,74370,315,0.9958
Rebekah,74389,814,119,74270,0.0016
Bianca,74349,815,195,74154,0.0026
Shelley,74289,816,1753,72536,0.0236
Armando,74240,817,73873,367,0.9951
Felix,74101,818,73480,621,0.9916
Irma,73700,819,252,73448,0.0034
Krista,73645,820,148,73497,0.002
Beulah,73372,821,213,73159,0.0029
Dominique,73279,822,22860,50419,0.312
Mateo,73278,823,73240,38,0.9995
Brody,73133,824,72870,263,0.9964
Shaun,72996,825,69882,3114,0.9573
Virgil,72900,826,71456,1444,0.9802
Marco,72665,827,72326,339,0.9953
Belinda,72486,828,150,72336,0.0021
Terrence,72267,829,71740,527,0.9927
Wade,71754,830,71591,163,0.9977
Jonah,71728,831,71080,648,0.991
Asher,71716,832,70689,1027,0.9857
Natalia,71653,833,52,71601,0.0007
Rene,71596,834,49835,21761,0.6961
Cheyenne,71534,835,2672,68862,0.0374
Quinn,71487,836,33529,37958,0.469
Lorenzo,71463,837,71149,314,0.9956
Santiago,71393,838,71275,118,0.9983
Morris,71019,839,70535,484,0.9932
Opal,71018,840,718,70300,0.0101
Camille,70846,841,1360,69486,0.0192
Valeria,70738,842,105,70633,0.0015
Alberta,70714,843,399,70315,0.0056
Kristy,70585,844,179,70406,0.0025
Clifton,70234,845,69798,436,0.9938
Bryson,70228,846,69962,266,0.9962
Terrance,70118,847,69367,751,0.9893
Bella,70074,848,45,70029,0.0006
Faye,69858,849,518,69340,0.0074
Verna,69432,850,525,68907,0.0076
Ramona,69301,851,249,69052,0.0036
Lila,69264,852,57,69207,0.0008
Jeannette,69202,853,49,69153,0.0007
Elise,68991,854,66,68925,0.001
Stuart,68957,855,68643,314,0.9954
Kent,68935,856,68764,171,0.9975
Flora,68903,857,172,68731,0.0025
Ezra,68697,858,65662,3035,0.9558
Inez,68622,859,950,67672,0.0138
Della,68582,860,139,68443,0.002
Candice,67997,861,155,67842,0.0023
Kirk,67996,862,67799,197,0.9971
Adrienne,67880,863,387,67493,0.0057
Donnie,67594,864,60468,7126,0.8946
Aurora,67367,865,65,67302,0.001
Daryl,67032,866,62613,4419,0.9341
Pat,66855,867,26732,40123,0.3999
Luther,66815,868,66380,435,0.9935
Gayle,66281,869,4951,61330,0.0747
Jada,66215,870,255,65960,0.0039
Harley,66149,871,39524,26625,0.5975
Sonia,66080,872,278,65802,0.0042
Cristian,65966,873,64840,1126,0.9829
Israel,65645,874,64260,1385,0.9789
Damon,65638,875,65322,316,0.9952
Sonya,65435,876,182,65253,0.0028
Kayden,65376,877,57648,7728,0.8818
Jonathon,65217,878,64993,224,0.9966
Aria,65197,879,589,64608,0.009
Skyler,65172,880,39985,25187,0.6135
Marianne,65096,881,49,65047,0.0008
Carly,64876,882,160,64716,0.0025
Dominick,64710,883,64443,267,0.9959
Kaden,64624,884,63548,1076,0.9833
Marcella,64623,885,222,64401,0.0034
Adeline,64481,886,26,64455,0.0004
Reagan,64394,887,7204,57190,0.1119
Malcolm,64372,888,64253,119,0.9982
Caden,64372,889,63491,881,0.9863
Dillon,64360,890,63571,789,0.9877
Serenity,64313,891,75,64238,0.0012
Fredrick,64203,892,63948,255,0.996
Dave,64177,893,64063,114,0.9982
Nichole,63699,894,184,63515,0.0029
Angie,63698,895,131,63567,0.0021
Robyn,63647,896,1200,62447,0.0189
Yvette,63611,897,187,63424,0.0029
Sawyer,63487,898,51046,12441,0.804
Mckenzie,63205,899,2218,60987,0.0351
Simon,63127,900,62966,161,0.9974
Noel,62921,901,48499,14422,0.7708
Daniela,62875,902,163,62712,0.0026
Josie,62840,903,504,62336,0.008
Patty,62683,904,247,62436,0.0039
Emmett,62683,905,62483,200,0.9968
Annabelle,62634,906,10,62624,0.0002
Kristopher,62507,907,62210,297,0.9952
Maryann,62481,908,52,62429,0.0008
Callie,62414,909,632,61782,0.0101
Lynne,62376,910,458,61918,0.0073
Bennie,62214,911,52453,9761,0.8431
Rickey,62129,912,61455,674,0.9892
Rylee,61934,913,4997,56937,0.0807
Jordyn,61840,914,5413,56427,0.0875
Olga,61789,915,198,61591,0.0032
Julio,61756,916,61334,422,0.9932
Myra,61521,917,51,61470,0.0008
Alberto,61496,918,61049,447,0.9927
Juliana,61240,919,49,61191,0.0008
Ivy,61225,920,3356,57869,0.0548
Easton,61163,921,60340,823,0.9865
Cassidy,61152,922,3474,57678,0.0568
Homer,61123,923,60756,367,0.994
Liliana,60716,924,157,60559,0.0026
Sheri,60540,925,114,60426,0.0019
Lilly,60304,926,24,60280,0.0004
Ira,60231,927,54009,6222,0.8967
Otis,59872,928,58985,887,0.9852
Kari,59856,929,747,59109,0.0125
Karina,59742,930,253,59489,0.0042
Alana,59721,931,31,59690,0.0005
Damien,59676,932,59415,261,0.9956
Abby,59640,933,181,59459,0.003
Joey,59249,934,52427,6822,0.8849
Celeste,59211,935,57,59154,0.001
Gage,59152,936,58911,241,0.9959
Lyle,59117,937,58135,982,0.9834
Earnest,59000,938,58274,726,0.9877
Rex,58834,939,58693,141,0.9976
Eliza,58825,940,184,58641,0.0031
Enrique,58787,941,58527,260,0.9956
Olive,58757,942,370,58387,0.0063
Loren,58697,943,46215,12482,0.7873
Roxanne,58671,944,55,58616,0.0009
Donovan,58584,945,58364,220,0.9962
Tabitha,58551,946,146,58405,0.0025
Gerard,58334,947,58222,112,0.9981
Ollie,57772,948,16586,41186,0.2871
Cecelia,57651,949,11,57640,0.0002
Hubert,57611,950,57422,189,0.9967
Mya,57601,951,54,57547,0.0009
Abel,57531,952,57407,124,0.9978
Kaitlin,57273,953,75,57198,0.0013
Trenton,57095,954,57017,78,0.9986
Elliott,57045,955,51330,5715,0.8998
Wilbur,57032,956,56742,290,0.9949
Eloise,56697,957,111,56586,0.002
Mallory,56673,958,1094,55579,0.0193
Salvatore,56151,959,56070,81,0.9986
Alisha,56111,960,131,55980,0.0023
Laverne,56078,961,13209,42869,0.2355
Dianna,55959,962,64,55895,0.0011
Alfredo,55614,963,55329,285,0.9949
Colby,55562,964,51654,3908,0.9297
Muriel,55497,965,762,54735,0.0137
Ezekiel,55425,966,55393,32,0.9994
Mila,55421,967,52,55369,0.0009
Leland,55370,968,54901,469,0.9915
Conner,55206,969,54384,822,0.9851
Erma,55074,970,238,54836,0.0043
Braxton,55038,971,54273,765,0.9861
August,54984,972,50223,4761,0.9134
Celia,54957,973,74,54883,0.0013
Janelle,54943,974,86,54857,0.0016
Arturo,54940,975,54731,209,0.9962
Neal,54820,976,54563,257,0.9953
Silas,54628,977,54519,109,0.998
Mikayla,54553,978,11,54542,0.0002
Jaxson,54488,979,54381,107,0.998
Estelle,54394,980,159,54235,0.0029
Geoffrey,54326,981,54186,140,0.9974
Horace,54267,982,54065,202,0.9963
Kai,54038,983,47029,7009,0.8703
Bernadette,54022,984,60,53962,0.0011
Aimee,54003,985,78,53925,0.0014
Alec,53947,986,53610,337,0.9938
Wendell,53907,987,53340,567,0.9895
Vicky,53810,988,440,53370,0.0082
Reese,53667,989,17424,36243,0.3247
Malachi,53620,990,53361,259,0.9952
Gretchen,53588,991,38,53550,0.0007
Lana,53521,992,15,53506,0.0003
Weston,53498,993,53426,72,0.9987
Rudolph,53494,994,53297,197,0.9963
Lacey,53421,995,1453,51968,0.0272
Selena,53378,996,57,53321,0.0011
Allie,53197,997,3122,50075,0.0587
Mable,53159,998,215,52944,0.004
Kirsten,53115,999,212,52903,0.004
Ryder,52967,1000,51471,1496,0.9718
Willis,52881,1001,52059,822,0.9845
Gerardo,52876,1002,52637,239,0.9955
Archie,52746,1003,51474,1272,0.9759
Nadine,52736,1004,43,52693,0.0008
Bentley,52634,1005,49776,2858,0.9457
Johanna,52588,1006,129,52459,0.0025
Camden,52534,1007,49278,3256,0.938
Darius,52375,1008,52103,272,0.9948
Cara,52374,1009,62,52312,0.0012
Traci,52366,1010,233,52133,0.0044
Josue,52295,1011,52110,185,0.9965
Allyson,52254,1012,21,52233,0.0004
Kelley,52234,1013,6224,46010,0.1192
Lora,52230,1014,249,51981,0.0048
Elliot,52191,1015,46740,5451,0.8956
Caitlyn,52114,1016,34,52080,0.0007
Alejandra,51943,1017,530,51413,0.0102
Cristina,51918,1018,270,51648,0.0052
Tommie,51781,1019,34286,17495,0.6621
Emanuel,51772,1020,51679,93,0.9982
Piper,51707,1021,202,51505,0.0039
Kenny,51670,1022,51160,510,0.9901
Emerson,51646,1023,27088,24558,0.5245
Michaela,51467,1024,69,51398,0.0013
Chance,51432,1025,50182,1250,0.9757
Edmund,51233,1026,51173,60,0.9988
Kiara,51094,1027,221,50873,0.0043
Henrietta,51006,1028,57,50949,0.0011
Kellie,51006,1029,354,50652,0.0069
Zane,50890,1030,50361,529,0.9896
Rosemarie,50864,1031,33,50831,0.0006
Trent,50856,1032,50754,102,0.998
Bryant,50845,1033,50608,237,0.9953
Tessa,50816,1034,13,50803,0.0003
Axel,50701,1035,50548,153,0.997
Kelvin,50686,1036,50382,304,0.994
Forrest,50670,1037,49687,983,0.9806
Marcos,50644,1038,50482,162,0.9968
Bennett,50033,1039,48610,1423,0.9716
Hayley,50010,1040,46,49964,0.0009
Sallie,49979,1041,135,49844,0.0027
Nick,49903,1042,49771,132,0.9974
Rudy,49714,1043,48640,1074,0.9784
Raquel,49667,1044,281,49386,0.0057
Ellis,49563,1045,44364,5199,0.8951
Randolph,49439,1046,49327,112,0.9977
Nettie,49426,1047,88,49338,0.0018
Jaclyn,49334,1048,103,49231,0.0021
Luna,49323,1049,66,49257,0.0013
May,49309,1050,699,48610,0.0142
Leila,49107,1051,11,49096,0.0002
Grady,49107,1052,48415,692,0.9859
Jasper,48953,1053,48031,922,0.9812
Janis,48950,1054,163,48787,0.0033
Carlton,48933,1055,48656,277,0.9943
Kylee,48899,1056,479,48420,0.0098
London,48718,1057,9353,39365,0.192
Corinne,48687,1058,15,48672,0.0003
Betsy,48579,1059,10,48569,0.0002
Marisa,48570,1060,66,48504,0.0014
Graham,48499,1061,48326,173,0.9964
Anastasia,48245,1062,23,48222,0.0005
Orlando,48144,1063,47902,242,0.995
Salvador,47961,1064,47778,183,0.9962
Benny,47871,1065,47296,575,0.988
Shelia,47866,1066,111,47755,0.0023
Garry,47753,1067,47574,179,0.9963
Myles,47638,1068,47415,223,0.9953
Julianna,47627,1069,26,47601,0.0005
Esmeralda,47551,1070,180,47371,0.0038
Eula,47436,1071,332,47104,0.007
Clark,47303,1072,47046,257,0.9946
Alton,47281,1073,46905,376,0.992
Rochelle,47226,1074,401,46825,0.0085
Mollie,47178,1075,46,47132,0.001
Emery,47096,1076,18741,28355,0.3979
Wilson,47004,1077,46801,203,0.9957
Lucia,46998,1078,91,46907,0.0019
Roderick,46981,1079,46718,263,0.9944
Delbert,46964,1080,46843,121,0.9974
Laurel,46925,1081,1854,45071,0.0395
Christie,46782,1082,883,45899,0.0189
Eliana,46759,1083,27,46732,0.0006
Elisabeth,46653,1084,27,46626,0.0006
Ty,46637,1085,45906,731,0.9843
Lottie,46614,1086,133,46481,0.0029
Dante,46609,1087,46144,465,0.99
Delilah,46490,1088,0,46490,0.0
Paulette,46459,1089,65,46394,0.0014
Pablo,46452,1090,46383,69,0.9985
Ashlyn,46402,1091,54,46348,0.0012
Doreen,46386,1092,58,46328,0.0013
Adrianna,46263,1093,18,46245,0.0004
Paisley,46136,1094,65,46071,0.0014
Cassie,46092,1095,386,45706,0.0084
Ginger,46027,1096,41,45986,0.0009
Malik,45902,1097,45643,259,0.9944
Giselle,45888,1098,44,45844,0.001
Eden,45849,1099,7654,38195,0.1669
Tucker,45780,1100,45432,348,0.9924
Jewel,45751,1101,5193,40558,0.1135
Will,45721,1102,45063,658,0.9856
Maude,45713,1103,133,45580,0.0029
Latoya,45709,1104,185,45524,0.004
Mercedes,45708,1105,369,45339,0.0081
Shawna,45549,1106,105,45444,0.0023
Braden,45474,1107,45197,277,0.9939
Emilia,45463,1108,17,45446,0.0004
Mona,45383,1109,31,45352,0.0007
Myron,45348,1110,44885,463,0.9898
Jameson,45295,1111,44278,1017,0.9775
Merle,45232,1112,30514,14718,0.6746
Jana,45223,1113,39,45184,0.0009
Addie,45152,1114,718,44434,0.0159
Rowan,45134,1115,29065,16069,0.644
Leigh,45124,1116,5094,40030,0.1129
Winifred,44936,1117,1106,43830,0.0246
Lane,44868,1118,40784,4084,0.909
Tyson,44866,1119,44553,313,0.993
Jasmin,44815,1120,589,44226,0.0131
Patti,44750,1121,46,44704,0.001
Ora,44674,1122,5609,39065,0.1256
Alexia,44669,1123,44,44625,0.001
Jude,44612,1124,42150,2462,0.9448
Carolina,44576,1125,137,44439,0.0031
Beau,44510,1126,43793,717,0.9839
Kasey,44489,1127,11833,32656,0.266
Sammy,44478,1128,42837,1641,0.9631
Dixie,44450,1129,752,43698,0.0169
Greyson,44433,1130,43752,681,0.9847
Lorena,44284,1131,219,44065,0.0049
Aubree,44265,1132,55,44210,0.0012
Ernestine,44183,1133,159,44024,0.0036
Elisa,44139,1134,137,44002,0.0031
Teri,44132,1135,214,43918,0.0048
Effie,44082,1136,241,43841,0.0055
Kaiden,44020,1137,42525,1495,0.966
Raven,43990,1138,3097,40893,0.0704
Irving,43960,1139,43875,85,0.9981
Valentina,43831,1140,7,43824,0.0002
Declan,43610,1141,43339,271,0.9938
Ashlee,43596,1142,258,43338,0.0059
Griffin,43566,1143,42914,652,0.985
Emilio,43536,1144,43478,58,0.9987
Sylvester,43512,1145,42885,627,0.9856
Ernesto,43461,1146,43340,121,0.9972
Alaina,43439,1147,6,43433,0.0001
Pete,43431,1148,43261,170,0.9961
Nadia,43424,1149,62,43362,0.0014
Robbie,43396,1150,21045,22351,0.485
Chandler,43396,1151,34501,8895,0.795
Alonzo,43138,1152,42984,154,0.9964
Serena,43116,1153,16,43100,0.0004
Lynette,43112,1154,53,43059,0.0012
Khloe,42703,1155,19,42684,0.0004
Cleo,42677,1156,11422,31255,0.2676
Lela,42602,1157,68,42534,0.0016
Leticia,42588,1158,215,42373,0.005
Darla,42575,1159,27,42548,0.0006
Jazmin,42500,1160,227,42273,0.0053
Makenzie,42494,1161,296,42198,0.007
Freda,42473,1162,26,42447,0.0006
Mandy,42416,1163,138,42278,0.0033
Aliyah,42378,1164,43,42335,0.001
Dawson,42291,1165,41359,932,0.978
Jermaine,42270,1166,41303,967,0.9771
Mindy,42236,1167,67,42169,0.0016
Jayla,42218,1168,51,42167,0.0012
Madeleine,42010,1169,15,41995,0.0004
Brock,41933,1170,41858,75,0.9982
Etta,41913,1171,23,41890,0.0005
Toby,41776,1172,33862,7914,0.8106
Quentin,41769,1173,41579,190,0.9955
Meagan,41564,1174,72,41492,0.0017
Lowell,41498,1175,41151,347,0.9916
Junior,41378,1176,41183,195,0.9953
Carroll,41321,1177,35411,5910,0.857
Cedric,41267,1178,40989,278,0.9933
Fabian,41171,1179,40844,327,0.9921
Katharine,41079,1180,11,41068,0.0003
Shari,40941,1181,46,40895,0.0011
Kyla,40913,1182,29,40884,0.0007
Willow,40755,1183,287,40468,0.007
Nikki,40726,1184,896,39830,0.022
Saul,40675,1185,40601,74,0.9982
Essie,40635,1186,1212,39423,0.0298
Adele,40623,1187,11,40612,0.0003
Justine,40399,1188,2412,37987,0.0597
Moses,40376,1189,40331,45,0.9989
Alfonso,40351,1190,40237,114,0.9972
Jaylen,40234,1191,35525,4709,0.883
Estella,40196,1192,55,40141,0.0014
Tricia,40193,1193,88,40105,0.0022
Delaney,40146,1194,1156,38990,0.0288
Trisha,40121,1195,53,40068,0.0013
Wilbert,40089,1196,39911,178,0.9956
Zion,40013,1197,33614,6399,0.8401
Margarita,39866,1198,195,39671,0.0049
Mack,39848,1199,39668,180,0.9955
Laurence,39848,1200,39375,473,0.9881
Mckenna,39824,1201,183,39641,0.0046
Mariana,39692,1202,85,39607,0.0021
Alondra,39691,1203,122,39569,0.0031
Irvin,39584,1204,39509,75,0.9981
Keegan,39498,1205,35991,3507,0.9112
Paris,39454,1206,8954,30500,0.2269
Luca,39399,1207,38125,1274,0.9677
Lorene,39384,1208,113,39271,0.0029
Clarissa,39343,1209,21,39322,0.0005
Ebony,39321,1210,455,38866,0.0116
Sonja,39284,1211,44,39240,0.0011
Sherman,39267,1212,39064,203,0.9948
Stacie,39244,1213,198,39046,0.005
Jalen,39240,1214,37574,1666,0.9575
Hanna,39226,1215,132,39094,0.0034
Kameron,39216,1216,34999,4217,0.8925
Amir,39168,1217,38720,448,0.9886
Yesenia,39163,1218,314,38849,0.008
Ali,39137,1219,29025,10112,0.7416
Lizzie,39110,1220,102,39008,0.0026
Athena,39002,1221,0,39002,0.0
Lesley,38910,1222,4797,34113,0.1233
Maddox,38865,1223,37506,1359,0.965
Rena,38853,1224,123,38730,0.0032
Brielle,38814,1225,0,38814,0.0
Woodrow,38776,1226,38637,139,0.9964
Trey,38731,1227,38634,97,0.9975
Nickolas,38725,1228,38678,47,0.9988
Ervin,38614,1229,38476,138,0.9964
Laila,38581,1230,23,38558,0.0006
Bettie,38422,1231,83,38339,0.0022
Marla,38399,1232,38,38361,0.001
Iva,38395,1233,564,37831,0.0147
Jaiden,38395,1234,30249,8146,0.7878
Kristie,38370,1235,44,38326,0.0011
Leilani,38339,1236,25,38314,0.0007
Gustavo,38274,1237,38170,104,0.9973
Kimberley,38173,1238,235,37938,0.0062
Corbin,38165,1239,37558,607,0.9841
Clay,38064,1240,37796,268,0.993
Ismael,38002,1241,37929,73,0.9981
Tami,37980,1242,91,37889,0.0024
Alissa,37976,1243,31,37945,0.0008
Cayden,37846,1244,36079,1767,0.9533
Roosevelt,37835,1245,37517,318,0.9916
Lucinda,37823,1246,11,37812,0.0003
Bonita,37781,1247,12,37769,0.0003
Maverick,37656,1248,37316,340,0.991
Amari,37640,1249,21258,16382,0.5648
Sasha,37608,1250,1492,36116,0.0397
Lou,37517,1251,3728,33789,0.0994
Terrell,37400,1252,35815,1585,0.9576
Daphne,37365,1253,7,37358,0.0002
Fern,37353,1254,508,36845,0.0136
Kerri,37304,1255,348,36956,0.0093
Tori,37240,1256,1172,36068,0.0315
Noelle,37223,1257,95,37128,0.0026
Marina,37210,1258,51,37159,0.0014
Stefanie,37073,1259,43,37030,0.0012
Rory,37020,1260,28649,8371,0.7739
Kira,37002,1261,27,36975,0.0007
Goldie,36983,1262,435,36548,0.0118
Jazmine,36951,1263,99,36852,0.0027
Lukas,36946,1264,36927,19,0.9995
Sheldon,36843,1265,36347,496,0.9865
Helena,36833,1266,0,36833,0.0
Delia,36653,1267,62,36591,0.0017
Cornelius,36627,1268,35985,642,0.9825
Demetrius,36625,1269,34897,1728,0.9528
Gregg,36596,1270,36483,113,0.9969
Hadley,36567,1271,1982,34585,0.0542
Brooks,36284,1272,34949,1335,0.9632
