city,state_code,state_name,county,latitude,longitude
Marysville,CA,California,Yuba,39.141653,-121.522467
Mather,CA,California,Sacramento,38.549224,-121.282394
Maxwell,CA,California,Colusa,39.292494,-122.195161
Maywood,CA,California,Los Angeles,33.988992,-118.187685
Mc Farland,CA,California,Kern,35.675779,-119.227156
Mc Kittrick,CA,California,Kern,35.303097,-119.636627
Mcarthur,CA,California,Lassen,41.111407,-121.214896
Mcclellan,CA,California,Sacramento,38.655416,-121.40311
Mccloud,CA,California,Siskiyou,41.252108,-122.13562
Mckinleyville,CA,California,Humboldt,40.875833,-124.083056
Meadow Valley,CA,California,Plumas,39.918488,-121.05629
Meadow Vista,CA,California,Placer,39.003101,-121.029155
Mecca,CA,California,Riverside,33.571667,-116.076389
Mendocino,CA,California,Mendocino,39.323212,-123.78846
Mendota,CA,California,Fresno,36.742365,-120.409287
Menifee,CA,California,Riverside,33.664744,-117.1743
Menlo Park,CA,California,San Mateo,37.453401,-122.179136
Mentone,CA,California,San Bernardino,34.077372,-117.112581
Merced,CA,California,Merced,37.300724,-120.461668
Meridian,CA,California,Sutter,39.116812,-121.88138
Mi Wuk Village,CA,California,Tuolumne,38.105576,-120.131762
Middletown,CA,California,Lake,38.782504,-122.64352
Midpines,CA,California,Mariposa,37.571009,-119.946548
Midway City,CA,California,Orange,33.744794,-117.983539
Milford,CA,California,Lassen,40.182763,-120.389508
Mill Creek,CA,California,Tehama,40.326389,-121.521667
Mill Valley,CA,California,Marin,37.895757,-122.533885
Millbrae,CA,California,San Mateo,37.600382,-122.401985
Millville,CA,California,Shasta,40.565316,-122.111088
Milpitas,CA,California,Santa Clara,37.436491,-121.892885
Mineral,CA,California,Tehama,40.328826,-121.524807
Mira Loma,CA,California,Riverside,33.993845,-117.523574
Miramonte,CA,California,Fresno,36.68938,-119.047718
Miranda,CA,California,Humboldt,40.234722,-123.8225
Mission Hills,CA,California,Los Angeles,34.261873,-118.458659
Mission Viejo,CA,California,Orange,33.6,-117.6711
Moccasin,CA,California,Tuolumne,37.810833,-120.298889
Modesto,CA,California,Stanislaus,37.674649,-121.011303
Mojave,CA,California,Kern,35.047767,-118.173475
Mokelumne Hill,CA,California,Calaveras,38.328918,-120.567705
Mono Hot Springs,CA,California,Fresno,37.168,-119.2095
Monrovia,CA,California,Los Angeles,34.143959,-118.001376
Montague,CA,California,Siskiyou,41.724294,-122.463799
Montara,CA,California,San Mateo,37.542222,-122.515
Montclair,CA,California,San Bernardino,34.073298,-117.698669
Monte Rio,CA,California,Sonoma,38.462668,-123.00447
Montebello,CA,California,Los Angeles,34.013342,-118.112986
Monterey,CA,California,Monterey,36.595642,-121.8848
Monterey Park,CA,California,Los Angeles,34.053409,-118.127144
Montgomery Creek,CA,California,Shasta,40.912378,-121.923313
Montrose,CA,California,Los Angeles,34.211425,-118.230529
Moorpark,CA,California,Ventura,34.285556,-118.881111
Moraga,CA,California,Contra Costa,37.843653,-122.124185
Moreno Valley,CA,California,Riverside,33.8858,-117.2211
Morgan Hill,CA,California,Santa Clara,37.129171,-121.64636
Morongo Valley,CA,California,San Bernardino,34.060646,-116.565641
Morro Bay,CA,California,San Luis Obispo,35.37953,-120.844745
Moss Beach,CA,California,San Mateo,37.531039,-122.50683
Moss Landing,CA,California,Monterey,36.804444,-121.785833
Mount Aukum,CA,California,El Dorado,38.55,-120.7304
Mount Hamilton,CA,California,Santa Clara,37.316087,-121.639948
Mount Hermon,CA,California,Santa Cruz,37.051111,-122.0575
Mount Laguna,CA,California,San Diego,32.872222,-116.4175
Mount Shasta,CA,California,Siskiyou,41.317435,-122.324017
Mount Wilson,CA,California,Los Angeles,34.226389,-118.065278
Mountain Center,CA,California,Riverside,33.531667,-116.581954
Mountain Pass,CA,California,San Bernardino,35.470278,-115.544167
Mountain Ranch,CA,California,Calaveras,38.220363,-120.548137
Mountain View,CA,California,Santa Clara,37.41001,-122.051944
Mt Baldy,CA,California,Los Angeles,34.218082,-117.580219
Murphys,CA,California,Calaveras,38.126896,-120.461772
Murrieta,CA,California,Riverside,33.563071,-117.273838
Myers Flat,CA,California,Humboldt,40.194758,-123.822713
Napa,CA,California,Napa,38.328137,-122.305518
National City,CA,California,San Diego,32.674916,-117.089747
Navarro,CA,California,Mendocino,39.065833,-123.443889
Needles,CA,California,San Bernardino,34.782369,-114.587134
Nelson,CA,California,Butte,39.552222,-121.764444
Nevada City,CA,California,Nevada,39.275395,-121.019634
New Almaden,CA,California,Santa Clara,37.176111,-121.819722
New Cuyama,CA,California,Santa Barbara,34.996709,-119.823806
Newark,CA,California,Alameda,37.536812,-122.031956
Newberry Springs,CA,California,San Bernardino,34.885001,-116.746373
Newbury Park,CA,California,Ventura,34.184167,-118.909722
Newcastle,CA,California,Placer,38.872467,-121.142616
Newhall,CA,California,Los Angeles,34.379519,-118.523005
Newman,CA,California,Stanislaus,37.317591,-121.025943
Newport Beach,CA,California,Orange,33.6398,-117.8643
Newport Coast,CA,California,Orange,33.596382,-117.855317
Nicasio,CA,California,Marin,38.054622,-122.696402
Nice,CA,California,Lake,39.122341,-122.842409
Nicolaus,CA,California,Sutter,38.882726,-121.553043
Niland,CA,California,Imperial,33.378373,-115.696455
Nipomo,CA,California,San Luis Obispo,35.029806,-120.489413
Nipton,CA,California,San Bernardino,35.46761,-115.481436
Norco,CA,California,Riverside,33.94,-117.553333
Norden,CA,California,Nevada,39.319566,-120.400876
North Fork,CA,California,Madera,37.212531,-119.514324
North Highlands,CA,California,Sacramento,38.68855,-121.374913
North Hills,CA,California,Los Angeles,34.236636,-118.47582
North Hollywood,CA,California,Los Angeles,34.16867,-118.371274
North Palm Springs,CA,California,Riverside,33.900278,-116.527222
North San Juan,CA,California,Nevada,39.354037,-121.13498
Northridge,CA,California,Los Angeles,34.236743,-118.546595
Norwalk,CA,California,Los Angeles,33.90564,-118.081767
Novato,CA,California,Marin,38.1163,-122.571416
Nubieber,CA,California,Lassen,41.095833,-121.181944
Nuevo,CA,California,Riverside,33.807712,-117.118704
O Neals,CA,California,Madera,37.086874,-119.745369
Oak Park,CA,California,Ventura,34.136389,-118.773611
Oak Run,CA,California,Shasta,40.68631,-122.040932
Oak View,CA,California,Ventura,34.402021,-119.298168
Oakdale,CA,California,Stanislaus,37.775323,-120.849474
Oakhurst,CA,California,Madera,37.347561,-119.644854
Oakland,CA,California,Alameda,37.780595,-122.216587
Oakley,CA,California,Contra Costa,37.994034,-121.703623
Oakville,CA,California,Napa,38.436944,-122.401111
Obrien,CA,California,Shasta,40.812222,-122.323056
Occidental,CA,California,Sonoma,38.396911,-122.988194
Oceano,CA,California,San Luis Obispo,35.10187,-120.608044
Oceanside,CA,California,San Diego,33.1951,-117.3776
Ocotillo,CA,California,Imperial,32.738611,-115.993333
Ojai,CA,California,Ventura,34.44512,-119.256477
Olancha,CA,California,Inyo,36.320833,-118.025556
Old Station,CA,California,Shasta,40.62557,-121.458476
Olema,CA,California,Marin,38.040833,-122.786944
Olivehurst,CA,California,Yuba,39.089483,-121.550059
Olympic Valley,CA,California,Placer,39.155556,-120.215
Ontario,CA,California,San Bernardino,34.0631,-117.6197
Onyx,CA,California,Kern,35.713584,-118.190227
Orange,CA,California,Orange,33.7877,-117.8755
Orange Cove,CA,California,Fresno,36.624283,-119.313502
Orangevale,CA,California,Sacramento,38.682384,-121.222902
Oregon House,CA,California,Yuba,39.314388,-121.209229
Orick,CA,California,Humboldt,41.30724,-124.050319
Orinda,CA,California,Contra Costa,37.878659,-122.172848
Orland,CA,California,Glenn,39.744578,-122.157885
Orleans,CA,California,Humboldt,41.318092,-123.529564
Oro Grande,CA,California,San Bernardino,34.617832,-117.332733
Orosi,CA,California,Tulare,36.546368,-119.281522
Oroville,CA,California,Butte,39.532967,-121.578396
Oxnard,CA,California,Ventura,34.214142,-119.174952
Pacific Grove,CA,California,Monterey,36.616737,-121.921957
Pacific Palisades,CA,California,Los Angeles,34.054097,-118.536874
Pacifica,CA,California,San Mateo,37.619559,-122.481607
Pacoima,CA,California,Los Angeles,34.258081,-118.420692
Paicines,CA,California,San Benito,36.49478,-121.032853
Pala,CA,California,San Diego,33.377662,-117.071725
Palermo,CA,California,Butte,39.436148,-121.545389
Palm Desert,CA,California,Riverside,33.7611,-116.3249
Palm Springs,CA,California,Riverside,33.841406,-116.53466
Palmdale,CA,California,Los Angeles,34.571483,-118.061306
Palo Alto,CA,California,Santa Clara,37.444324,-122.149685
Palo Cedro,CA,California,Shasta,40.576661,-122.239805
Palo Verde,CA,California,Imperial,33.432778,-114.731389
Palomar Mountain,CA,California,San Diego,33.322778,-116.877778
Palos Verdes Peninsula,CA,California,Los Angeles,33.770094,-118.374763
Panorama City,CA,California,Los Angeles,34.226158,-118.447009
Paradise,CA,California,Butte,39.746389,-121.636111
Paramount,CA,California,Los Angeles,33.896867,-118.163152
Parker Dam,CA,California,San Bernardino,34.297977,-114.155969
Parlier,CA,California,Fresno,36.610265,-119.537482
Pasadena,CA,California,Los Angeles,34.146762,-118.139119
Paskenta,CA,California,Tehama,39.884722,-122.544722
Paso Robles,CA,California,San Luis Obispo,35.635248,-120.670676
Patterson,CA,California,Stanislaus,37.490592,-121.140732
Patton,CA,California,San Bernardino,34.135833,-117.223056
Pauma Valley,CA,California,San Diego,33.306285,-116.959552
Paynes Creek,CA,California,Tehama,40.351415,-121.764952
Pearblossom,CA,California,Los Angeles,34.491124,-117.902893
Pebble Beach,CA,California,Monterey,36.590735,-121.942044
Penn Valley,CA,California,Nevada,39.218778,-121.193519
Penngrove,CA,California,Sonoma,38.315948,-122.671772
Penryn,CA,California,Placer,38.856654,-121.179149
Perris,CA,California,Riverside,33.797535,-117.280005
Pescadero,CA,California,San Mateo,37.206518,-122.364876
Petaluma,CA,California,Sonoma,38.240349,-122.677727
Petrolia,CA,California,Humboldt,40.300558,-124.251236
Phelan,CA,California,San Bernardino,34.426111,-117.571389
Phillipsville,CA,California,Humboldt,40.209167,-123.784722
Philo,CA,California,Mendocino,39.120005,-123.538218
Pico Rivera,CA,California,Los Angeles,33.98857,-118.088269
Piedmont,CA,California,Alameda,37.8276,-122.2507
Piedra,CA,California,Fresno,36.810278,-119.381111
Piercy,CA,California,Mendocino,39.966389,-123.794167
Pilot Hill,CA,California,El Dorado,38.826312,-121.029765
Pine Grove,CA,California,Amador,38.396783,-120.643713
Pine Valley,CA,California,San Diego,32.835047,-116.512733
Pinecrest,CA,California,Tuolumne,38.341062,-119.865195
Pinole,CA,California,Contra Costa,37.996903,-122.287477
Pinon Hills,CA,California,San Bernardino,34.442937,-117.640262
Pioneer,CA,California,Amador,38.460271,-120.531815
Pioneertown,CA,California,San Bernardino,34.156667,-116.495278
Piru,CA,California,Ventura,34.415278,-118.793056
Pismo Beach,CA,California,San Luis Obispo,35.142778,-120.640278
Pittsburg,CA,California,Contra Costa,38.016887,-121.908178
Pixley,CA,California,Tulare,35.955286,-119.256427
Placentia,CA,California,Orange,33.881,-117.8553
Placerville,CA,California,El Dorado,38.719479,-120.804564
Planada,CA,California,Merced,37.290833,-120.3175
Platina,CA,California,Shasta,40.316528,-122.918013
Playa Del Rey,CA,California,Los Angeles,33.957745,-118.437314
Pleasant Grove,CA,California,Sutter,38.787773,-121.507967
Pleasant Hill,CA,California,Contra Costa,37.954002,-122.07371
Pleasanton,CA,California,Alameda,37.665804,-121.8755
Plymouth,CA,California,Amador,38.48811,-120.870258
Point Arena,CA,California,Mendocino,38.915264,-123.660756
Point Mugu Nawc,CA,California,Ventura,34.123432,-119.09931
Point Reyes Station,CA,California,Marin,38.064794,-122.81621
Pollock Pines,CA,California,El Dorado,38.745581,-120.585114
Pomona,CA,California,Los Angeles,34.043268,-117.752086
Pope Valley,CA,California,Napa,38.678192,-122.472244
Port Costa,CA,California,Contra Costa,38.046013,-122.186649
Port Hueneme,CA,California,Ventura,34.162572,-119.197317
Port Hueneme Cbc Base,CA,California,Ventura,34.16212,-119.206008
Porter Ranch,CA,California,Los Angeles,34.274191,-118.541235
Porterville,CA,California,Tulare,36.068636,-119.031549
Portola,CA,California,Plumas,39.810883,-120.466858
Portola Vally,CA,California,San Mateo,37.378859,-122.208131
Posey,CA,California,Tulare,35.813496,-118.664286
Potrero,CA,California,San Diego,32.620477,-116.603748
Potter Valley,CA,California,Mendocino,39.329639,-123.104181
Poway,CA,California,San Diego,32.975619,-117.040223
Prather,CA,California,Fresno,36.993799,-119.526771
Princeton,CA,California,Colusa,39.428313,-122.030181
Proberta,CA,California,Tehama,40.081667,-122.169444
Quincy,CA,California,Plumas,39.940504,-120.928493
Rackerby,CA,California,Yuba,39.4059,-121.336192
Rail Road Flat,CA,California,Calaveras,38.343333,-120.511111
Raisin City,CA,California,Fresno,36.598928,-119.903158
Ramona,CA,California,San Diego,33.029349,-116.853548
Ranchita,CA,California,San Diego,33.24055,-116.539121
Rancho Cordova,CA,California,Sacramento,38.601897,-121.289434
Rancho Cucamonga,CA,California,San Bernardino,34.133922,-117.599149
Rancho Mirage,CA,California,Riverside,33.764284,-116.422451
Rancho Palos Verdes,CA,California,Los Angeles,33.787778,-118.357222
Rancho Santa Fe,CA,California,San Diego,33.0231,-117.1996
Rancho Santa Margarita,CA,California,Orange,33.651822,-117.588388
Randsburg,CA,California,Kern,35.352176,-117.726396
Ravendale,CA,California,Lassen,40.831705,-120.16001
Raymond,CA,California,Madera,37.27898,-119.876567
Red Bluff,CA,California,Tehama,40.179535,-122.238281
Red Mountain,CA,California,San Bernardino,35.372778,-117.633889
Redcrest,CA,California,Humboldt,40.406458,-123.94205
Redding,CA,California,Shasta,40.560493,-122.411627
Redlands,CA,California,San Bernardino,34.039659,-117.180352
Redondo Beach,CA,California,Los Angeles,33.830656,-118.383221
Redway,CA,California,Humboldt,40.110081,-123.844194
Redwood City,CA,California,San Mateo,37.464661,-122.230406
Redwood Estates,CA,California,Santa Clara,37.156389,-121.985556
Redwood Valley,CA,California,Mendocino,39.269446,-123.213289
Reedley,CA,California,Fresno,36.604406,-119.437785
Represa,CA,California,Sacramento,38.688333,-121.447778
Rescue,CA,California,El Dorado,38.719353,-120.994526
Reseda,CA,California,Los Angeles,34.200663,-118.539071
Rialto,CA,California,San Bernardino,34.113155,-117.377133
Richgrove,CA,California,Tulare,35.796667,-119.106944
Richmond,CA,California,Contra Costa,37.940039,-122.36201
Richvale,CA,California,Butte,39.493889,-121.743611
Ridgecrest,CA,California,Kern,35.631376,-117.679733
Rimforest,CA,California,San Bernardino,34.229722,-117.224167
Rio Dell,CA,California,Humboldt,40.495147,-124.104386
Rio Linda,CA,California,Sacramento,38.689311,-121.445152
Rio Nido,CA,California,Sonoma,38.521111,-122.975833
Rio Oso,CA,California,Sutter,38.960998,-121.505305
Rio Vista,CA,California,Solano,38.163734,-121.701635
Ripon,CA,California,San Joaquin,37.753286,-121.122909
River Pines,CA,California,Amador,38.5463,-120.743
Riverbank,CA,California,Stanislaus,37.732809,-120.943019
Riverdale,CA,California,Fresno,36.429525,-119.871953
Riverside,CA,California,Riverside,33.9924,-117.369421
Robbins,CA,California,Sutter,38.870278,-121.705278
Rocklin,CA,California,Placer,38.791898,-121.243406
Rodeo,CA,California,Contra Costa,38.03069,-122.258139
Rohnert Park,CA,California,Sonoma,38.3269,-122.7061
Rosamond,CA,California,Kern,34.863117,-118.19636
Rosemead,CA,California,Los Angeles,34.065767,-118.08529
Roseville,CA,California,Placer,38.734612,-121.233968
Ross,CA,California,Marin,37.9625,-122.553889
Rough And Ready,CA,California,Nevada,39.228585,-121.150856
Round Mountain,CA,California,Shasta,40.794167,-121.940833
Rowland Heights,CA,California,Los Angeles,33.981777,-117.896946
Rumsey,CA,California,Yolo,38.8762,-122.253738
Running Springs,CA,California,San Bernardino,34.207778,-117.108333
Rutherford,CA,California,Napa,38.458611,-122.421389
Ryde,CA,California,Sacramento,38.238611,-121.559444
Sacramento,CA,California,Sacramento,38.5816,-121.4933
Saint Helena,CA,California,Napa,38.513776,-122.461921
Salida,CA,California,Stanislaus,37.70713,-121.090484
Salinas,CA,California,Monterey,36.667693,-121.659589
Salton City,CA,California,Imperial,33.298611,-115.955278
Salyer,CA,California,Trinity,40.89095,-123.547833
Samoa,CA,California,Humboldt,40.803712,-124.193571
San Andreas,CA,California,Calaveras,38.186732,-120.668703
San Anselmo,CA,California,Marin,37.984579,-122.571062
San Ardo,CA,California,Monterey,35.985685,-120.861191
San Bernardino,CA,California,San Bernardino,34.110521,-117.289753
San Bruno,CA,California,San Mateo,37.624742,-122.429021
San Carlos,CA,California,San Mateo,37.496859,-122.267356
San Clemente,CA,California,Orange,33.430809,-117.610139
San Diego,CA,California,San Diego,32.71852,-117.159316
San Dimas,CA,California,Los Angeles,34.102263,-117.81694
San Fernando,CA,California,Los Angeles,34.287509,-118.435242
San Francisco,CA,California,San Francisco,37.775,-122.4183
San Francisco,CA,California,San Mateo,37.621944,-122.381944
San Gabriel,CA,California,Los Angeles,34.115486,-118.085658
San Geronimo,CA,California,Marin,38.017155,-122.67784
San Gregorio,CA,California,San Mateo,37.325513,-122.355552
San Jacinto,CA,California,Riverside,33.783889,-116.957778
San Joaquin,CA,California,Fresno,36.605869,-120.188934
San Jose,CA,California,Santa Clara,37.3894,-121.8868
San Juan Bautista,CA,California,San Benito,36.849856,-121.532721
San Juan Capistrano,CA,California,Orange,33.511714,-117.657409
San Leandro,CA,California,Alameda,37.720467,-122.158705
San Lorenzo,CA,California,Alameda,37.678671,-122.129547
San Lucas,CA,California,Monterey,36.128889,-121.019444
San Luis Obispo,CA,California,San Luis Obispo,35.263453,-120.650933
San Luis Rey,CA,California,San Diego,33.294367,-117.306403
San Marcos,CA,California,San Diego,33.144386,-117.169716
San Marino,CA,California,Los Angeles,34.120698,-118.111745
San Martin,CA,California,Santa Clara,37.091118,-121.599901
San Mateo,CA,California,San Mateo,37.572271,-122.320262
San Miguel,CA,California,San Luis Obispo,35.753209,-120.696532
San Pablo,CA,California,Contra Costa,37.972374,-122.336929
San Pedro,CA,California,Los Angeles,33.733894,-118.291425
San Quentin,CA,California,Marin,37.9428,-122.4894
San Rafael,CA,California,Marin,37.969144,-122.510502
San Ramon,CA,California,Contra Costa,37.78,-121.976944
San Simeon,CA,California,San Luis Obispo,35.666815,-121.144033
San Ysidro,CA,California,San Diego,32.551944,-117.042222
Sanger,CA,California,Fresno,36.7243,-119.547796
Santa Ana,CA,California,Orange,33.75016,-117.857665
Santa Barbara,CA,California,Santa Barbara,34.419668,-119.70782
Santa Clara,CA,California,Santa Clara,37.34732,-121.954079
Santa Clarita,CA,California,Los Angeles,34.459742,-118.488955
Santa Cruz,CA,California,Santa Cruz,36.982946,-122.043612
Santa Fe Springs,CA,California,Los Angeles,33.946407,-118.083801
Santa Margarita,CA,California,San Luis Obispo,35.341254,-120.3202
Santa Maria,CA,California,Santa Barbara,34.954538,-120.43245
Santa Monica,CA,California,Los Angeles,34.017628,-118.490708
Santa Paula,CA,California,Ventura,34.354718,-119.071328
Santa Rita Park,CA,California,Merced,37.0475,-120.594167
Santa Rosa,CA,California,Sonoma,38.443123,-122.751722
Santa Ynez,CA,California,Santa Barbara,34.623966,-120.071332
Santa Ysabel,CA,California,San Diego,33.147579,-116.69635
Santee,CA,California,San Diego,32.848636,-116.986154
Saratoga,CA,California,Santa Clara,37.272871,-122.018238
Sausalito,CA,California,Marin,37.860147,-122.494555
Scotia,CA,California,Humboldt,40.454665,-124.039074
Scott Bar,CA,California,Siskiyou,41.77364,-122.988183
Scotts Valley,CA,California,Santa Cruz,37.057841,-122.014961
Seal Beach,CA,California,Orange,33.760971,-118.08428
Seaside,CA,California,Monterey,36.609208,-121.835724
Sebastopol,CA,California,Sonoma,38.391543,-122.838503
Seeley,CA,California,Imperial,32.793056,-115.690278
Seiad Valley,CA,California,Siskiyou,41.886589,-123.243762
Selma,CA,California,Fresno,36.569524,-119.617026
Sequoia National Park,CA,California,Tulare,36.573878,-118.772271
Shafter,CA,California,Kern,35.496994,-119.280075
Shandon,CA,California,San Luis Obispo,35.651273,-120.372047
Shasta,CA,California,Shasta,40.610896,-122.49685
Shasta Lake,CA,California,Shasta,40.680262,-122.365395
Shaver Lake,CA,California,Fresno,37.139695,-119.273031
Sheep Ranch,CA,California,Calaveras,38.209444,-120.463056
Sheridan,CA,California,Placer,38.99153,-121.362062
Sherman Oaks,CA,California,Los Angeles,34.151407,-118.460325
Shingle Springs,CA,California,El Dorado,38.665616,-120.975925
Shingletown,CA,California,Shasta,40.504959,-121.885668
Shoshone,CA,California,Inyo,35.899239,-116.264476
Sierra City,CA,California,Sierra,39.559248,-120.624135
Sierra Madre,CA,California,Los Angeles,34.165101,-118.051916
Sierraville,CA,California,Sierra,39.594294,-120.347789
Signal Hill,CA,California,Los Angeles,33.8037,-118.1688
Silverado,CA,California,Orange,33.746111,-117.636111
Simi Valley,CA,California,Ventura,34.2694,-118.7805
Skyforest,CA,California,San Bernardino,34.235278,-117.178333
Sloughhouse,CA,California,Sacramento,38.507475,-121.094089
Smartville,CA,California,Nevada,39.204305,-121.266716
Smith River,CA,California,Del Norte,41.936218,-124.166115
Snelling,CA,California,Merced,37.514359,-120.481615
Soda Springs,CA,California,Nevada,39.338467,-120.465493
Solana Beach,CA,California,San Diego,32.993739,-117.2598
Soledad,CA,California,Monterey,36.41964,-121.324286
Solvang,CA,California,Santa Barbara,34.609931,-120.129286
Somerset,CA,California,El Dorado,38.607414,-120.666306
Somes Bar,CA,California,Siskiyou,41.43304,-123.475928
Somis,CA,California,Ventura,34.279753,-119.011537
Sonoma,CA,California,Sonoma,38.295659,-122.472843
Sonora,CA,California,Tuolumne,37.995692,-120.338498
Soquel,CA,California,Santa Cruz,37.003525,-121.950255
Soulsbyville,CA,California,Tuolumne,37.992794,-120.259892
South Dos Palos,CA,California,Merced,36.964444,-120.652222
South El Monte,CA,California,Los Angeles,34.055676,-118.044381
South Gate,CA,California,Los Angeles,33.94617,-118.201349
South Lake Tahoe,CA,California,El Dorado,38.916976,-119.986469
South Pasadena,CA,California,Los Angeles,34.110939,-118.154696
South San Francisco,CA,California,San Mateo,37.65382,-122.4347
Spreckels,CA,California,Monterey,36.621944,-121.645833
Spring Valley,CA,California,San Diego,32.7447,-116.998
Springville,CA,California,Tulare,36.136314,-118.796059
Squaw Valley,CA,California,Fresno,36.707146,-119.181449
Standard,CA,California,Tuolumne,37.984167,-120.381111
Standish,CA,California,Lassen,40.350863,-120.406847
Stanford,CA,California,Santa Clara,37.423573,-122.161867
Stanton,CA,California,Orange,33.803029,-117.994709
Stevenson Ranch,CA,California,Los Angeles,34.381067,-118.582134
Stevinson,CA,California,Merced,37.32575,-120.869856
Stewarts Point,CA,California,Sonoma,38.651944,-123.398056
Stinson Beach,CA,California,Marin,37.901992,-122.639305
Stirling City,CA,California,Butte,39.907778,-121.526944
Stockton,CA,California,San Joaquin,37.958,-121.2876
Stonyford,CA,California,Colusa,39.333652,-122.517811
Storrie,CA,California,Plumas,39.513889,-121.555278
Stratford,CA,California,Kings,36.178976,-119.823564
Strathmore,CA,California,Tulare,36.147237,-119.079163
Strawberry,CA,California,Tuolumne,38.201667,-119.997778
Strawberry Valley,CA,California,Yuba,39.604136,-121.074566
Studio City,CA,California,Los Angeles,34.143025,-118.391311
Sugarloaf,CA,California,San Bernardino,34.261111,-116.844167
Suisun City,CA,California,Solano,38.240834,-122.042003
Sultana,CA,California,Tulare,36.545556,-119.339167
Summerland,CA,California,Santa Barbara,34.424541,-119.596016
Sun City,CA,California,Riverside,33.744518,-117.171899
Sun Valley,CA,California,Los Angeles,34.220907,-118.369853
Sunland,CA,California,Los Angeles,34.261025,-118.321359
Sunnyvale,CA,California,Santa Clara,37.368889,-122.035278
Sunol,CA,California,Alameda,37.609403,-121.898636
Sunset Beach,CA,California,Orange,33.716389,-118.068056
Surfside,CA,California,Orange,33.727778,-118.081389
Susanville,CA,California,Lassen,40.416389,-120.651944
Sutter,CA,California,Sutter,39.168114,-121.756527
Sutter Creek,CA,California,Amador,38.418569,-120.785454
Sylmar,CA,California,Los Angeles,34.30538,-118.432181
Taft,CA,California,Kern,35.148164,-119.455674
Tahoe City,CA,California,Placer,39.180618,-120.144532
Tahoe Vista,CA,California,Placer,39.24475,-120.052128
Tahoma,CA,California,El Dorado,39.064406,-120.135747
Talmage,CA,California,Mendocino,39.130833,-123.165
Tarzana,CA,California,Los Angeles,34.16708,-118.541354
Taylorsville,CA,California,Plumas,40.064911,-120.801797
Tecate,CA,California,San Diego,32.592205,-116.606397
Tecopa,CA,California,Inyo,35.897925,-115.829824
Tehachapi,CA,California,Kern,35.129776,-118.522227
Tehama,CA,California,Tehama,40.027222,-122.122222
Temecula,CA,California,Riverside,33.4936,-117.1475
Temple City,CA,California,Los Angeles,34.101586,-118.053652
Templeton,CA,California,San Luis Obispo,35.555082,-120.710737
Termo,CA,California,Lassen,40.946667,-120.517378
Terra Bella,CA,California,Tulare,35.95698,-119.031239
The Sea Ranch,CA,California,Sonoma,38.725627,-123.467486
Thermal,CA,California,Riverside,33.543418,-116.11584
Thornton,CA,California,San Joaquin,38.226111,-121.423611
Thousand Oaks,CA,California,Ventura,34.170556,-118.836667
Thousand Palms,CA,California,Riverside,33.808158,-116.371305
Three Rivers,CA,California,Tulare,36.437686,-118.88754
Tipton,CA,California,Tulare,36.054567,-119.30781
Tollhouse,CA,California,Fresno,36.99434,-119.391415
Toluca Lake,CA,California,Los Angeles,34.1578,-118.3794
Tomales,CA,California,Marin,38.246389,-122.904444
Topanga,CA,California,Los Angeles,34.10759,-118.602268
Topaz,CA,California,Mono,38.64151,-119.512164
Torrance,CA,California,Los Angeles,33.826817,-118.31183
Trabuco Canyon,CA,California,Orange,33.663889,-117.589444
Tracy,CA,California,San Joaquin,37.754444,-121.369722
Tranquillity,CA,California,Fresno,36.658376,-120.261655
Traver,CA,California,Tulare,36.455278,-119.483889
Travis Afb,CA,California,Solano,38.274313,-121.946317
Tres Pinos,CA,California,San Benito,36.79,-121.32
Trinidad,CA,California,Humboldt,41.087949,-124.101253
Trinity Center,CA,California,Trinity,41.061548,-122.723919
Trona,CA,California,San Bernardino,35.760817,-117.382992
Truckee,CA,California,Nevada,39.328056,-120.182222
Tujunga,CA,California,Los Angeles,34.254389,-118.284856
Tulare,CA,California,Tulare,36.202155,-119.33802
Tulelake,CA,California,Siskiyou,41.931621,-121.434688
Tuolumne,CA,California,Tuolumne,37.971339,-120.237496
Tupman,CA,California,Kern,35.288547,-119.341994
Turlock,CA,California,Stanislaus,37.503605,-120.850511
Tustin,CA,California,Orange,33.7382,-117.8207
Twain,CA,California,Plumas,40.002769,-121.150729
Twain Harte,CA,California,Tuolumne,38.044722,-120.2155
Twentynine Palms,CA,California,San Bernardino,34.145509,-116.060133
Twin Bridges,CA,California,El Dorado,38.808615,-120.128851
Twin Peaks,CA,California,San Bernardino,34.238889,-117.232778
Ukiah,CA,California,Mendocino,39.151917,-123.200692
Union City,CA,California,Alameda,37.589458,-122.049702
Universal City,CA,California,Los Angeles,34.1378,-118.3563
Upland,CA,California,San Bernardino,34.1368,-117.6598
Upper Lake,CA,California,Lake,39.160829,-122.896114
Vacaville,CA,California,Solano,38.341915,-121.962285
Valencia,CA,California,Los Angeles,34.446608,-118.537437
Vallecito,CA,California,Calaveras,38.101472,-120.467879
Vallejo,CA,California,Solano,38.148345,-122.249333
Valley Center,CA,California,San Diego,33.249046,-117.012232
Valley Ford,CA,California,Sonoma,38.315729,-122.924457
Valley Springs,CA,California,Calaveras,38.154355,-120.859742
Valley Village,CA,California,Los Angeles,34.167217,-118.398905
Valyermo,CA,California,Los Angeles,34.339014,-117.8271
Van Nuys,CA,California,Los Angeles,34.2012,-118.4742
Venice,CA,California,Los Angeles,33.993772,-118.463463
