city,state_code,state_name,county,latitude,longitude
Adak,AK,Alaska,Aleutians West,55.999722,-161.207778
Akiachak,AK,Alaska,Bethel,60.891854,-161.39233
Akiak,AK,Alaska,Bethel,60.890632,-161.199325
Akutan,AK,Alaska,Aleutians East,54.143012,-165.785368
Alakanuk,AK,Alaska,Kusilvak,62.746967,-164.60228
Aleknagik,AK,Alaska,Dillingham,59.269688,-158.619882
Allakaket,AK,Alaska,Yukon Koyukuk,66.543197,-152.712155
Ambler,AK,Alaska,Northwest Arctic,67.46951,-156.455652
Anaktuvuk Pass,AK,Alaska,North Slope,68.11878,-151.679005
Anchor Point,AK,Alaska,Kenai Peninsula,59.788818,-151.732933
Anchorage,AK,Alaska,Anchorage,61.211571,-149.876077
Anderson,AK,Alaska,Denali,64.300693,-149.1718
Angoon,AK,Alaska,Skagway Hoonah Angoon,57.569832,-134.371052
Aniak,AK,Alaska,Bethel,61.691648,-157.758502
Anvik,AK,Alaska,Yukon Koyukuk,62.830913,-160.130441
Arctic Village,AK,Alaska,Yukon Koyukuk,68.077395,-145.423115
Atka,AK,Alaska,Aleutians West,52.199167,-174.213333
Atqasuk,AK,Alaska,North Slope,71.290556,-156.788611
Auke Bay,AK,Alaska,Juneau,58.3833,-134.6597
Barrow,AK,Alaska,North Slope,71.234637,-156.817409
Beaver,AK,Alaska,Yukon Koyukuk,66.33883,-147.279803
Bethel,AK,Alaska,Bethel,60.832389,-161.824053
Bettles Field,AK,Alaska,Yukon Koyukuk,67.100495,-151.062414
Big Lake,AK,Alaska,Matanuska Susitna,61.5842,-149.4401
Brevig Mission,AK,Alaska,Nome,65.334187,-166.478578
Buckland,AK,Alaska,Northwest Arctic,65.981052,-161.131676
Cantwell,AK,Alaska,Denali,63.395458,-148.89735
Central,AK,Alaska,Yukon Koyukuk,65.468058,-144.74886
Chalkyitsik,AK,Alaska,Yukon Koyukuk,66.719,-143.638121
Chefornak,AK,Alaska,Bethel,60.153746,-164.210294
Chevak,AK,Alaska,Kusilvak,61.583982,-164.776457
Chicken,AK,Alaska,Southeast Fairbanks,64.075,-141.933333
Chignik,AK,Alaska,Lake And Peninsula,56.301639,-158.415696
Chignik Lagoon,AK,Alaska,Lake And Peninsula,56.251277,-158.673528
Chignik Lake,AK,Alaska,Lake And Peninsula,56.255556,-158.7625
Chitina,AK,Alaska,Valdez Cordova,61.516667,-144.436667
Chugiak,AK,Alaska,Anchorage,61.409802,-149.453736
Circle,AK,Alaska,Yukon Koyukuk,65.824542,-144.08262
Clam Gulch,AK,Alaska,Kenai Peninsula,60.201603,-151.422628
Clarks Point,AK,Alaska,Dillingham,58.84921,-158.451241
Clear,AK,Alaska,Denali,64.418121,-149.139885
Coffman Cove,AK,Alaska,Prince Wales Ketchikan,55.342222,-131.646111
Cold Bay,AK,Alaska,Aleutians East,55.610952,-161.942941
Cooper Landing,AK,Alaska,Kenai Peninsula,60.476692,-149.823514
Copper Center,AK,Alaska,Valdez Cordova,61.91581,-144.97793
Cordova,AK,Alaska,Valdez Cordova,60.102558,-147.943316
Craig,AK,Alaska,Prince Wales Ketchikan,55.47317,-133.117081
Crooked Creek,AK,Alaska,Bethel,61.818072,-158.002483
Deering,AK,Alaska,Northwest Arctic,66.062265,-162.711951
Delta Junction,AK,Alaska,Southeast Fairbanks,64.005426,-145.613611
Denali National Park,AK,Alaska,Denali,63.516075,-149.539532
Dillingham,AK,Alaska,Dillingham,59.059279,-158.973533
Douglas,AK,Alaska,Juneau,58.275597,-134.395041
Dutch Harbor,AK,Alaska,Aleutians West,53.362757,-167.510656
Eagle,AK,Alaska,Southeast Fairbanks,64.783333,-141.2
Eagle River,AK,Alaska,Anchorage,61.311357,-149.508515
Eek,AK,Alaska,Bethel,60.215058,-162.032341
Egegik,AK,Alaska,Lake And Peninsula,58.206174,-157.342202
Eielson Afb,AK,Alaska,Fairbanks North Star,64.67352,-147.08051
Ekwok,AK,Alaska,Dillingham,59.362792,-157.478211
Elfin Cove,AK,Alaska,Skagway Hoonah Angoon,58.195,-136.358333
Elim,AK,Alaska,Nome,64.621662,-162.260371
Elmendorf Afb,AK,Alaska,Anchorage,61.251531,-149.812667
Emmonak,AK,Alaska,Kusilvak,62.827404,-164.131298
Ester,AK,Alaska,Fairbanks North Star,64.846667,-148.016667
Fairbanks,AK,Alaska,Fairbanks North Star,64.840238,-147.710431
False Pass,AK,Alaska,Aleutians East,54.841028,-163.436845
Fort Greely,AK,Alaska,Southeast Fairbanks,64.036667,-145.733333
Fort Richardson,AK,Alaska,Anchorage,61.275256,-149.675454
Fort Wainwright,AK,Alaska,Fairbanks North Star,64.828303,-147.655673
Fort Yukon,AK,Alaska,Yukon Koyukuk,66.520744,-145.306439
Gakona,AK,Alaska,Valdez Cordova,62.654744,-143.568393
Galena,AK,Alaska,Yukon Koyukuk,64.760784,-156.797701
Gambell,AK,Alaska,Nome,63.776555,-171.701685
Girdwood,AK,Alaska,Anchorage,60.9425,-149.166389
Glennallen,AK,Alaska,Valdez Cordova,62.103895,-145.661684
Goodnews Bay,AK,Alaska,Bethel,59.085008,-161.587146
Grayling,AK,Alaska,Yukon Koyukuk,63.372013,-159.404907
Gustavus,AK,Alaska,Skagway Hoonah Angoon,58.42835,-135.761542
Haines,AK,Alaska,Haines,59.251886,-135.542032
Healy,AK,Alaska,Denali,63.917123,-149.011128
Holy Cross,AK,Alaska,Yukon Koyukuk,62.192584,-159.825092
Homer,AK,Alaska,Kenai Peninsula,59.665495,-151.462644
Hoonah,AK,Alaska,Skagway Hoonah Angoon,58.032237,-135.558435
Hooper Bay,AK,Alaska,Kusilvak,61.537157,-165.891045
Hope,AK,Alaska,Kenai Peninsula,60.92,-149.641667
Houston,AK,Alaska,Matanuska Susitna,61.633611,-149.841111
Hughes,AK,Alaska,Yukon Koyukuk,66.038246,-154.26443
Huslia,AK,Alaska,Yukon Koyukuk,65.689918,-156.291976
Hydaburg,AK,Alaska,Prince Wales Ketchikan,55.137406,-132.633175
Hyder,AK,Alaska,Prince Wales Ketchikan,55.925867,-130.124915
Iliamna,AK,Alaska,Lake And Peninsula,59.564836,-155.462556
Indian,AK,Alaska,Anchorage,60.9804,-149.4917
Juneau,AK,Alaska,Juneau,58.362767,-134.529429
Kake,AK,Alaska,Wrangell Petersburg,56.975833,-133.947222
Kaktovik,AK,Alaska,North Slope,70.042889,-143.631329
Kalskag,AK,Alaska,Bethel,61.541006,-160.3261
Kaltag,AK,Alaska,Yukon Koyukuk,64.330452,-158.724251
Karluk,AK,Alaska,Kodiak Island,57.57,-154.458333
Kasigluk,AK,Alaska,Bethel,60.895556,-162.520556
Kasilof,AK,Alaska,Kenai Peninsula,60.316365,-151.28958
Kenai,AK,Alaska,Kenai Peninsula,60.614467,-151.254556
Ketchikan,AK,Alaska,Ketchikan Gateway,55.372028,-131.683175
Kiana,AK,Alaska,Northwest Arctic,67.18026,-158.152204
King Cove,AK,Alaska,Aleutians East,55.062848,-162.305561
King Salmon,AK,Alaska,Bristol Bay,58.724264,-156.641603
Kipnuk,AK,Alaska,Bethel,59.923204,-164.101013
Kivalina,AK,Alaska,Northwest Arctic,67.665859,-163.733617
Klawock,AK,Alaska,Prince Wales Ketchikan,55.552611,-133.055503
Kobuk,AK,Alaska,Northwest Arctic,66.912253,-157.066864
Kodiak,AK,Alaska,Kodiak Island,57.781967,-152.500169
Kongiganak,AK,Alaska,Bethel,60.9888,-149.4116
Kotlik,AK,Alaska,Kusilvak,63.029471,-163.554153
Kotzebue,AK,Alaska,Northwest Arctic,66.846459,-162.126493
Koyuk,AK,Alaska,Nome,64.931668,-161.149957
Koyukuk,AK,Alaska,Yukon Koyukuk,64.883333,-157.7
Kwethluk,AK,Alaska,Bethel,60.771814,-161.38849
Kwigillingok,AK,Alaska,Bethel,59.881022,-162.984938
Lake Minchumina,AK,Alaska,Yukon Koyukuk,63.903884,-152.430081
Larsen Bay,AK,Alaska,Kodiak Island,57.538333,-153.98
Levelock,AK,Alaska,Lake And Peninsula,59.371395,-154.976815
Lower Kalskag,AK,Alaska,Bethel,61.51377,-160.359966
Manley Hot Springs,AK,Alaska,Yukon Koyukuk,65.02058,-150.573267
Manokotak,AK,Alaska,Dillingham,59.009559,-158.989699
Marshall,AK,Alaska,Kusilvak,61.837087,-161.7394
Mc Grath,AK,Alaska,Yukon Koyukuk,62.967153,-155.585153
Mekoryuk,AK,Alaska,Bethel,60.365679,-166.283583
Metlakatla,AK,Alaska,Prince Wales Ketchikan,55.121491,-131.579001
Meyers Chuck,AK,Alaska,Prince Wales Ketchikan,55.741667,-132.253333
Minto,AK,Alaska,Yukon Koyukuk,65.058399,-149.691186
Moose Pass,AK,Alaska,Kenai Peninsula,60.85852,-149.255911
Mountain Village,AK,Alaska,Kusilvak,62.158913,-163.883822
Naknek,AK,Alaska,Bristol Bay,58.885699,-156.705405
Napakiak,AK,Alaska,Bethel,60.663758,-161.738144
Nenana,AK,Alaska,Yukon Koyukuk,64.557656,-149.086744
New Stuyahok,AK,Alaska,Dillingham,59.593533,-157.297205
Nightmute,AK,Alaska,Bethel,60.479444,-164.723889
Nikiski,AK,Alaska,Kenai Peninsula,60.690278,-151.288889
Nikolai,AK,Alaska,Yukon Koyukuk,63.001603,-154.381247
Nikolski,AK,Alaska,Aleutians West,52.988337,-168.788427
Ninilchik,AK,Alaska,Kenai Peninsula,60.010833,-151.639604
Noatak,AK,Alaska,Northwest Arctic,66.97553,-160.509453
Nome,AK,Alaska,Nome,64.505775,-165.310667
Nondalton,AK,Alaska,Lake And Peninsula,60.030837,-154.731675
Noorvik,AK,Alaska,Northwest Arctic,66.836353,-161.044132
North Pole,AK,Alaska,Fairbanks North Star,64.78049,-147.369353
Northway,AK,Alaska,Southeast Fairbanks,62.964167,-141.908611
Nuiqsut,AK,Alaska,North Slope,70.192737,-150.997119
Nulato,AK,Alaska,Yukon Koyukuk,64.778024,-157.991353
Nunam Iqua,AK,Alaska,Kusilvak,62.509167,-164.453333
Nunapitchuk,AK,Alaska,Bethel,60.896944,-162.459444
Old Harbor,AK,Alaska,Kodiak Island,57.202778,-153.303889
Ouzinkie,AK,Alaska,Kodiak Island,57.925,-152.491667
Palmer,AK,Alaska,Matanuska Susitna,61.613814,-149.065323
Pedro Bay,AK,Alaska,Lake And Peninsula,59.92238,-153.821856
Pelican,AK,Alaska,Skagway Hoonah Angoon,57.960833,-136.2275
Perryville,AK,Alaska,Lake And Peninsula,55.945289,-159.259333
Petersburg,AK,Alaska,Wrangell Petersburg,56.827134,-133.160683
Pilot Point,AK,Alaska,Lake And Peninsula,57.595193,-157.449272
Pilot Station,AK,Alaska,Kusilvak,61.946159,-162.874716
Platinum,AK,Alaska,Bethel,58.63364,-162.043201
Point Baker,AK,Alaska,Prince Wales Ketchikan,56.307858,-133.376372
Point Hope,AK,Alaska,North Slope,68.312058,-166.72618
Point Lay,AK,Alaska,North Slope,69.705626,-162.906148
Port Alexander,AK,Alaska,Wrangell Petersburg,57.05,-135.333333
Port Alsworth,AK,Alaska,Lake And Peninsula,60.636416,-154.433803
Port Heiden,AK,Alaska,Lake And Peninsula,56.964333,-158.566367
Port Lions,AK,Alaska,Kodiak Island,57.866667,-152.883333
Prudhoe Bay,AK,Alaska,North Slope,70.070057,-148.559636
Quinhagak,AK,Alaska,Bethel,59.738057,-161.874938
Rampart,AK,Alaska,Yukon Koyukuk,65.383627,-150.011201
Red Devil,AK,Alaska,Bethel,61.735389,-157.195969
Ruby,AK,Alaska,Yukon Koyukuk,64.720062,-155.503872
Russian Mission,AK,Alaska,Kusilvak,61.591302,-161.558413
Saint George Island,AK,Alaska,Aleutians West,56.60324,-169.547257
Saint Marys,AK,Alaska,Kusilvak,62.054106,-163.205263
Saint Michael,AK,Alaska,Nome,63.47759,-162.109141
Saint Paul Island,AK,Alaska,Aleutians West,57.178697,-170.293408
Salcha,AK,Alaska,Fairbanks North Star,64.50905,-146.952974
Sand Point,AK,Alaska,Aleutians East,55.319236,-160.491435
Savoonga,AK,Alaska,Nome,63.679737,-170.470908
Scammon Bay,AK,Alaska,Kusilvak,61.845019,-165.581945
Selawik,AK,Alaska,Northwest Arctic,65.713537,-158.534287
Seldovia,AK,Alaska,Kenai Peninsula,59.436667,-151.708333
Seward,AK,Alaska,Kenai Peninsula,60.132874,-149.39849
Shageluk,AK,Alaska,Yukon Koyukuk,62.661092,-159.52816
Shaktoolik,AK,Alaska,Nome,64.375498,-161.174589
Shishmaref,AK,Alaska,Nome,66.230562,-166.137276
Shungnak,AK,Alaska,Northwest Arctic,66.958141,-157.613496
Sitka,AK,Alaska,Sitka,57.051436,-135.316569
Skagway,AK,Alaska,Skagway Hoonah Angoon,59.468471,-135.301794
Skwentna,AK,Alaska,Matanuska Susitna,61.958333,-151.181667
Sleetmute,AK,Alaska,Bethel,61.634555,-157.118284
Soldotna,AK,Alaska,Kenai Peninsula,60.481778,-151.13582
South Naknek,AK,Alaska,Bristol Bay,58.736221,-156.850289
Stebbins,AK,Alaska,Nome,63.478468,-162.227355
Sterling,AK,Alaska,Kenai Peninsula,60.520373,-150.849792
Stevens Village,AK,Alaska,Yukon Koyukuk,65.995894,-149.118286
Sutton,AK,Alaska,Matanuska Susitna,61.796667,-148.462778
Takotna,AK,Alaska,Yukon Koyukuk,62.948889,-155.566389
Talkeetna,AK,Alaska,Matanuska Susitna,62.260516,-150.110097
Tanacross,AK,Alaska,Southeast Fairbanks,63.385278,-143.346389
Tanana,AK,Alaska,Yukon Koyukuk,65.156483,-152.103747
Tatitlek,AK,Alaska,Valdez Cordova,60.864722,-146.678611
Teller,AK,Alaska,Nome,65.240164,-166.3833
Tenakee Springs,AK,Alaska,Skagway Hoonah Angoon,57.78,-135.216667
Thorne Bay,AK,Alaska,Prince Wales Ketchikan,55.66086,-132.513815
Togiak,AK,Alaska,Dillingham,59.066667,-160.4
Tok,AK,Alaska,Southeast Fairbanks,63.333333,-142.983333
Toksook Bay,AK,Alaska,Bethel,60.537,-165.097
Trapper Creek,AK,Alaska,Matanuska Susitna,61.441361,-150.284455
Tuluksak,AK,Alaska,Bethel,61.108848,-160.938924
Tuntutuliak,AK,Alaska,Bethel,60.8438,-161.6372
Tununak,AK,Alaska,Bethel,60.539322,-165.097464
Two Rivers,AK,Alaska,Fairbanks North Star,64.871944,-147.038056
Tyonek,AK,Alaska,Kenai Peninsula,61.117929,-151.348495
Unalakleet,AK,Alaska,Nome,63.883478,-160.788365
Unalaska,AK,Alaska,Aleutians West,53.887114,-166.519855
Valdez,AK,Alaska,Valdez Cordova,60.895044,-146.195628
Venetie,AK,Alaska,Yukon Koyukuk,67.010446,-146.413723
Wainwright,AK,Alaska,North Slope,70.620064,-160.012532
Wales,AK,Alaska,Nome,65.688212,-168.520521
Ward Cove,AK,Alaska,Ketchikan Gateway,55.408333,-131.725
Wasilla,AK,Alaska,Matanuska Susitna,61.5814,-149.4394
White Mountain,AK,Alaska,Nome,64.702791,-163.42185
Whittier,AK,Alaska,Valdez Cordova,60.775,-148.683333
Willow,AK,Alaska,Matanuska Susitna,61.771511,-150.188891
Wrangell,AK,Alaska,Wrangell Petersburg,56.433524,-132.352918
Yakutat,AK,Alaska,Yakutat,59.620211,-139.778858
Abbeville,AL,Alabama,Henry,31.575479,-85.279044
Abernant,AL,Alabama,Tuscaloosa,33.290278,-87.198056
Adamsville,AL,Alabama,Jefferson,33.588437,-86.959727
Addison,AL,Alabama,Winston,34.205571,-87.194766
Adger,AL,Alabama,Jefferson,33.434277,-87.167455
Akron,AL,Alabama,Hale,32.872354,-87.708558
Alabaster,AL,Alabama,Shelby,33.236868,-86.812861
Alberta,AL,Alabama,Wilcox,32.144889,-87.342503
Albertville,AL,Alabama,Marshall,34.273859,-86.206447
Alexander City,AL,Alabama,Tallapoosa,32.941445,-85.951086
Alexandria,AL,Alabama,Calhoun,33.780785,-85.892447
Aliceville,AL,Alabama,Pickens,33.122813,-88.166689
Allgood,AL,Alabama,Blount,33.911944,-86.509444
Alma,AL,Alabama,Clarke,31.463889,-87.753889
Alpine,AL,Alabama,Talladega,33.331165,-86.208934
Alton,AL,Alabama,Jefferson,33.579167,-86.6375
Altoona,AL,Alabama,Etowah,34.042916,-86.350879
Andalusia,AL,Alabama,Covington,31.297142,-86.490468
Anderson,AL,Alabama,Lauderdale,34.951777,-87.272327
Annemanie,AL,Alabama,Wilcox,32.052778,-87.570833
Anniston,AL,Alabama,Calhoun,33.653896,-85.838152
Arab,AL,Alabama,Marshall,34.328339,-86.489638
Ardmore,AL,Alabama,Limestone,34.980447,-86.834612
Ariton,AL,Alabama,Dale,31.582996,-85.707716
Arley,AL,Alabama,Winston,34.063234,-87.182761
Arlington,AL,Alabama,Wilcox,32.066784,-87.559691
Ashford,AL,Alabama,Houston,31.1888,-85.253488
Ashland,AL,Alabama,Clay,33.247363,-85.828976
Ashville,AL,Alabama,Saint Clair,33.837366,-86.255167
Athens,AL,Alabama,Limestone,34.803604,-86.970733
Atmore,AL,Alabama,Escambia,31.057245,-87.487347
Attalla,AL,Alabama,Etowah,34.029597,-86.096717
Auburn,AL,Alabama,Lee,32.602043,-85.489001
Auburn University,AL,Alabama,Lee,32.601,-85.4882
Autaugaville,AL,Alabama,Autauga,32.462462,-86.714938
Axis,AL,Alabama,Mobile,31.006817,-88.04274
Baileyton,AL,Alabama,Cullman,34.268298,-86.621299
Banks,AL,Alabama,Pike,31.836792,-85.799844
Bankston,AL,Alabama,Fayette,33.70083,-87.68965
Bay Minette,AL,Alabama,Baldwin,30.86354,-87.76444
Bayou La Batre,AL,Alabama,Mobile,30.407983,-88.250697
Bear Creek,AL,Alabama,Marion,34.213469,-87.686083
Beatrice,AL,Alabama,Monroe,31.727324,-87.171912
Beaverton,AL,Alabama,Lamar,33.942877,-88.01567
Belk,AL,Alabama,Fayette,33.6475,-87.931389
Bellamy,AL,Alabama,Sumter,32.448889,-88.133611
Belle Mina,AL,Alabama,Limestone,34.656667,-86.879167
Bellwood,AL,Alabama,Geneva,31.173056,-85.793333
Berry,AL,Alabama,Fayette,33.694485,-87.622563
Bessemer,AL,Alabama,Jefferson,33.409002,-86.947547
Billingsley,AL,Alabama,Autauga,32.610578,-86.716301
Birmingham,AL,Alabama,Jefferson,33.519,-86.8014
Birmingham,AL,Alabama,Shelby,33.401559,-86.705511
Black,AL,Alabama,Geneva,31.01318,-85.745634
Blountsville,AL,Alabama,Blount,34.092937,-86.568628
Boaz,AL,Alabama,Etowah,34.173889,-86.121111
Boaz,AL,Alabama,Marshall,34.173686,-86.148003
Boligee,AL,Alabama,Greene,32.774646,-88.026652
Bon Air,AL,Alabama,Talladega,33.263611,-86.335556
Bon Secour,AL,Alabama,Baldwin,30.328883,-87.721355
Booth,AL,Alabama,Autauga,32.500278,-86.571944
Boykin,AL,Alabama,Wilcox,32.077778,-87.281389
Brantley,AL,Alabama,Crenshaw,31.570963,-86.274343
Bremen,AL,Alabama,Cullman,33.973664,-87.004281
Brent,AL,Alabama,Bibb,32.93567,-87.211387
Brewton,AL,Alabama,Escambia,31.118926,-87.067325
Bridgeport,AL,Alabama,Jackson,34.944638,-85.727681
Brierfield,AL,Alabama,Bibb,33.042747,-86.951672
Brilliant,AL,Alabama,Marion,34.037702,-87.756315
Brooklyn,AL,Alabama,Conecuh,31.2625,-86.771111
Brookside,AL,Alabama,Jefferson,33.637778,-86.916667
Brookwood,AL,Alabama,Tuscaloosa,33.277523,-87.309025
Brownsboro,AL,Alabama,Madison,34.716733,-86.468703
Brundidge,AL,Alabama,Pike,31.701324,-85.817668
Bryant,AL,Alabama,Jackson,34.945026,-85.632445
Bucks,AL,Alabama,Mobile,31.010278,-88.024167
Buhl,AL,Alabama,Tuscaloosa,33.249448,-87.718886
Burnt Corn,AL,Alabama,Conecuh,31.458009,-86.925771
Burnwell,AL,Alabama,Walker,33.707778,-87.0875
Butler,AL,Alabama,Choctaw,32.082906,-88.206391
Bynum,AL,Alabama,Calhoun,33.613056,-85.961111
Calera,AL,Alabama,Shelby,33.1098,-86.755987
Calvert,AL,Alabama,Washington,31.160556,-88.031111
Camden,AL,Alabama,Wilcox,32.004732,-87.295049
Camp Hill,AL,Alabama,Tallapoosa,32.782749,-85.64738
Campbell,AL,Alabama,Clarke,31.963512,-88.006072
Capshaw,AL,Alabama,Limestone,34.773056,-86.792778
Carbon Hill,AL,Alabama,Walker,33.909252,-87.540328
Cardiff,AL,Alabama,Jefferson,33.645556,-86.933611
Carlton,AL,Alabama,Clarke,31.322449,-87.837793
Carrollton,AL,Alabama,Pickens,33.248506,-88.132122
Castleberry,AL,Alabama,Conecuh,31.326113,-87.026754
Catherine,AL,Alabama,Wilcox,32.182,-87.483623
Cecil,AL,Alabama,Montgomery,32.300891,-86.011241
Cedar Bluff,AL,Alabama,Cherokee,34.241662,-85.602567
Centre,AL,Alabama,Cherokee,34.111592,-85.609229
Centreville,AL,Alabama,Bibb,32.950324,-87.11924
Chancellor,AL,Alabama,Geneva,31.173379,-85.910897
Chapman,AL,Alabama,Butler,31.671111,-86.712222
Chatom,AL,Alabama,Washington,31.487638,-88.269887
Chelsea,AL,Alabama,Shelby,33.371582,-86.614132
Cherokee,AL,Alabama,Colbert,34.744188,-87.972445
Childersburg,AL,Alabama,Talladega,33.266928,-86.337622
Choccolocco,AL,Alabama,Calhoun,33.659167,-85.703611
Chunchula,AL,Alabama,Mobile,30.991178,-88.131126
Citronelle,AL,Alabama,Mobile,31.042533,-88.254949
Clanton,AL,Alabama,Chilton,32.835532,-86.642472
Clay,AL,Alabama,Jefferson,33.7025,-86.599722
Clayton,AL,Alabama,Barbour,31.887413,-85.450932
Cleveland,AL,Alabama,Blount,33.992106,-86.559355
Clinton,AL,Alabama,Greene,32.913611,-87.9925
Clio,AL,Alabama,Barbour,31.68521,-85.590419
Clopton,AL,Alabama,Henry,31.602843,-85.482308
Cloverdale,AL,Alabama,Lauderdale,34.938611,-87.771389
Coaling,AL,Alabama,Tuscaloosa,33.158889,-87.340833
Coden,AL,Alabama,Mobile,30.418834,-88.168276
Coffee Springs,AL,Alabama,Geneva,31.138758,-85.918224
Coffeeville,AL,Alabama,Clarke,31.78428,-88.071542
Coker,AL,Alabama,Tuscaloosa,33.252612,-87.636528
Collinsville,AL,Alabama,De Kalb,34.267957,-85.861969
Columbia,AL,Alabama,Houston,31.335235,-85.145488
Columbiana,AL,Alabama,Shelby,33.176964,-86.616145
Cook Springs,AL,Alabama,Saint Clair,33.589722,-86.361944
Coosada,AL,Alabama,Elmore,32.496667,-86.331667
Cordova,AL,Alabama,Walker,33.768033,-87.18406
Cottondale,AL,Alabama,Tuscaloosa,33.176667,-87.387051
Cottonton,AL,Alabama,Russell,32.146667,-85.073889
Cottonwood,AL,Alabama,Houston,31.098934,-85.375665
Courtland,AL,Alabama,Lawrence,34.671866,-87.314255
Cowarts,AL,Alabama,Houston,31.2,-85.304722
Coy,AL,Alabama,Wilcox,31.888851,-87.392558
Cragford,AL,Alabama,Clay,33.217148,-85.710797
Crane Hill,AL,Alabama,Cullman,34.082117,-87.048395
Creola,AL,Alabama,Mobile,30.901267,-88.017414
Cropwell,AL,Alabama,Saint Clair,33.506448,-86.280026
Crossville,AL,Alabama,De Kalb,34.258784,-86.030575
Cuba,AL,Alabama,Sumter,32.410973,-88.361083
Cullman,AL,Alabama,Cullman,34.176146,-86.829777
Cusseta,AL,Alabama,Lee,32.803194,-85.215791
Dadeville,AL,Alabama,Tallapoosa,32.82239,-85.770395
Daleville,AL,Alabama,Dale,31.281091,-85.730473
Danville,AL,Alabama,Morgan,34.452189,-87.053187
Daphne,AL,Alabama,Baldwin,30.61972,-87.889522
Dauphin Island,AL,Alabama,Mobile,30.252057,-88.109644
Daviston,AL,Alabama,Tallapoosa,33.033471,-85.753831
Dawson,AL,Alabama,De Kalb,34.356838,-85.929161
De Armanville,AL,Alabama,Calhoun,33.626389,-85.751389
Deatsville,AL,Alabama,Elmore,32.613405,-86.338211
Decatur,AL,Alabama,Morgan,34.589599,-86.98868
Deer Park,AL,Alabama,Washington,31.184892,-88.32731
Delmar,AL,Alabama,Winston,34.17,-87.605833
Delta,AL,Alabama,Clay,33.457303,-85.679279
Demopolis,AL,Alabama,Marengo,32.490792,-87.839669
Detroit,AL,Alabama,Lamar,34.010874,-88.16063
Dickinson,AL,Alabama,Clarke,31.717167,-87.656929
Dixons Mills,AL,Alabama,Marengo,32.067209,-87.745356
Docena,AL,Alabama,Jefferson,33.559444,-86.931111
Dolomite,AL,Alabama,Jefferson,33.465424,-86.956435
Dora,AL,Alabama,Jefferson,33.734947,-87.040148
Dothan,AL,Alabama,Houston,31.202888,-85.418036
Double Springs,AL,Alabama,Winston,34.138682,-87.397431
Douglas,AL,Alabama,Marshall,34.173611,-86.323611
Dozier,AL,Alabama,Crenshaw,31.506614,-86.366315
Duncanville,AL,Alabama,Tuscaloosa,33.082815,-87.494977
Dutton,AL,Alabama,Jackson,34.604558,-85.906729
East Tallassee,AL,Alabama,Tallapoosa,32.607222,-85.808056
Eastaboga,AL,Alabama,Calhoun,33.603132,-85.96075
Echola,AL,Alabama,Tuscaloosa,33.316559,-87.807202
Eclectic,AL,Alabama,Elmore,32.65419,-86.031614
Edwardsville,AL,Alabama,Cleburne,33.707222,-85.509167
Eight Mile,AL,Alabama,Mobile,30.795074,-88.182311
Elba,AL,Alabama,Coffee,31.41373,-86.077728
Elberta,AL,Alabama,Baldwin,30.394239,-87.58896
Eldridge,AL,Alabama,Walker,33.931546,-87.619397
Elkmont,AL,Alabama,Limestone,34.915241,-86.910452
Elmore,AL,Alabama,Elmore,32.545378,-86.316134
Elrod,AL,Alabama,Tuscaloosa,33.343678,-87.801429
Emelle,AL,Alabama,Sumter,32.754963,-88.305747
Empire,AL,Alabama,Walker,33.825589,-87.016139
Enterprise,AL,Alabama,Coffee,31.340789,-85.842111
Epes,AL,Alabama,Sumter,32.763371,-88.161443
Equality,AL,Alabama,Coosa,32.813908,-86.105064
Estillfork,AL,Alabama,Jackson,34.913017,-86.171571
Ethelsville,AL,Alabama,Pickens,33.386816,-88.221987
Eufaula,AL,Alabama,Barbour,31.905063,-85.165605
Eutaw,AL,Alabama,Greene,32.888871,-87.930297
Eva,AL,Alabama,Morgan,34.347778,-86.704427
Excel,AL,Alabama,Monroe,31.427778,-87.341389
Fackler,AL,Alabama,Jackson,34.82589,-85.984648
Fairfield,AL,Alabama,Jefferson,33.473494,-86.918262
Fairhope,AL,Alabama,Baldwin,30.50116,-87.883546
Falkville,AL,Alabama,Morgan,34.347653,-86.913086
Faunsdale,AL,Alabama,Marengo,32.423259,-87.618079
Fayette,AL,Alabama,Fayette,33.697397,-87.834647
Fitzpatrick,AL,Alabama,Bullock,32.151607,-85.888329
Five Points,AL,Alabama,Chambers,33.042408,-85.324264
Flat Rock,AL,Alabama,Jackson,34.807598,-85.708372
Flomaton,AL,Alabama,Escambia,31.040233,-87.266365
Florala,AL,Alabama,Covington,31.017194,-86.338528
Florence,AL,Alabama,Lauderdale,34.830547,-87.655985
Foley,AL,Alabama,Baldwin,30.400664,-87.685737
Forest Home,AL,Alabama,Butler,31.85318,-86.786377
Forkland,AL,Alabama,Greene,32.644661,-87.881676
Fort Davis,AL,Alabama,Macon,32.28945,-85.700688
Fort Deposit,AL,Alabama,Lowndes,31.995979,-86.576142
Fort Mitchell,AL,Alabama,Russell,32.341389,-85.021667
Fort Payne,AL,Alabama,De Kalb,34.436792,-85.712394
Fort Rucker,AL,Alabama,Dale,31.348011,-85.721374
Fosters,AL,Alabama,Tuscaloosa,33.135859,-87.735688
Franklin,AL,Alabama,Monroe,31.723815,-87.441237
Frankville,AL,Alabama,Washington,31.64684,-88.133185
Frisco City,AL,Alabama,Monroe,31.423478,-87.381744
